first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
KRYSTYNA,Koz≥owska,LO/205336/2010,2010-09-17,3996.1350000000007,LOGISTYKA,TAK
Stefania,Adamczyk,KA/549516/2012,2012-05-09T00:00:00,4344.650000000001,KADRY,Nie
Witold,kowalski,MA/891183/2014,2014-10-26,"4 078,4  ",MARKETING,false
Jolanta  ,WITKOWSKA,KS/643489/2010  ,2010-01-10T00:00:00,5100.6,KSI GOWOå∆,Nie
Krystyna ,michalska,CZ/382051/2010,2010-01-10,2434.3,CZYSTOå∆,1
Boles≥aw,Kubiak,MA/296427/2009 ,2009-06-24,5286.864000000001,MARKETING  ,PRAWDA
Antoni,KO£ODZIEJ,MA/193562/2018,2018-08-26,4129.6,MARKETING,FA£SZ
Genowefa,GRABOWSKA,MA/886976/2018,2018-07-07,"5 020,8  ",MARKETING,NIE
Romuald  ,Wasilewski,MA/768826/2010,2010-06-09,6061.616000000001,MARKETING,PRAWDA
Stanis≥aw,Krajewski ,SP/847934/2009,2009/08/13 ,"3 725,7000000000003",SPRZEDAØ,TAK
ilona,Nowak,KA/527688/2016,2016-11-14,3653.8150000000005,KADRY  ,True
Zbigniew,Wieczorek  ,LO/469417/2017,2017-06-02,3471.525,LOGISTYKA ,False
Antoni,Dπbrowski,MA/974685/2011,2011/07/14,"3 762,8800000000006",MARKETING,true
Danuta ,szewczyk,KA/112504/2011,2011-10-22,"3 388,7650000000003",KADRY,nie 
Arkadiusz,laskowski,MA/280506/2018,2018-10-15,5649.6 ,MARKETING,PRAWDA
Bogdan,Walczak,SP/273475/2012,2012-06-28,4798.5,SPRZEDAØ,NIE MA
Dariusz,CHMIELEWSKI,OC/729662/2010,2010-09-17,2582.8,OCHRONA,false
Zbigniew,Jaworski,LO/151891/2015,2015-08-22,"4 395,6",LOGISTYKA,NIE
Aleksander,G≥owacki,MA/982273/2015,2015/10/11,5008.64  ,MARKETING,Fa≥sz
JERZY,JasiÒski,MA/360736/2011,2011-12-11T00:00:00,"3 547,84",MARKETING,Nie
Weronika,Malinowska,OC/890972/2017,2017/04/13 ,3663.77,OCHRONA,NIE
wiktor,Czarnecki ,LO/381918/2012,2012/08/17,4378.59,LOGISTYKA,false
,wiúniewski,SP/106757/2012,2012/10/06,5123.910000000001,SPRZEDAØ,ma
Bogus≥aw,Kaczmarek,MA/619232/2014,2014-04-09T00:00:00,5427.200000000001,MARKETING,false
Ireneusz,CZARNECKI,LO/788795/2011,2011/09/02 ,"4 068,2250000000004",LOGISTYKA,nie
leszek,Nowak,LO/379942/2016,2016-09-25,3384.4500000000003,LOGISTYKA,NIE MA
Miros≥awa,Woüniak,MA/873989/2010,2010-03-01,4524.8,MARKETING,nie ma
Czes≥awa,Dπbrowska ,KA/115263/2015,2015-11-30,5259.925,KADRY,Prawda
Izabela,Wiúniewska,MA/663097/2017,2017-07-22,5925.920000000001,MARKETING,Prawda
Zenon,Majewski,MA/108591/2010,2010-06-09,5398.400000000001,MARKETING,Nie
alfreda,Jaworska,LO/279557/2016  ,2016-09-25,3386.07,LOGISTYKA,False
tadeusz,Sikorski,MA/638103/2016,2016-03-09,4961.6,MARKETING,
Roman,Gajewski,SP/571021/2011,2011-10-22,"4 032,0",SPRZEDAØ,FA£SZ
Sylwester,adamski,CZ/943792/2017,2017/12/19,3651.01 ,CZYSTOå∆,Prawda
Antoni  ,Mazur,CZ/363611/2017,2017-06-02,3363.8,CZYSTOå∆,tak
JÛzef,marciniak,CZ/514492/2012,2012/08/17,2891.1 ,CZYSTOå∆,nie ma
Kazimierz,,MA/214032/2017,2017/04/13  ,3952.960000000001  ,MARKETING,PRAWDA
JÛzefa,Krawczyk,CZ/714541/2012 ,2012/06/28 ,2939.0,CZYSTOå∆,NIE
Marcin,Kaczmarek,LO/710780/2013,2013-01-14,4069.4400000000005,LOGISTYKA,nie ma
Eleonora,Wojciechowska,MA/399743/2016,2016/09/25,"4 336,0",MARKETING,Nie  
Grzegorz,JasiÒski,SP/303877/2015,2015-11-30,3928.5,SPRZEDAØ,NIE MA
Bogus≥aw,DUDEK,SP/850710/2012,2012-11-25,3928.5,SPRZEDAØ,nie
Natalia  ,OSTROWSKA,KS/286570/2012,2012-06-28,6242.4  ,KSI GOWOå∆,Nie
s≥awomir,Lis,MA/962152/2010 ,2010-04-20,3598.4,,NIE MA
Urszula,KrÛl,LO/680086/2018,2018-07-07T00:00:00,4695.5700000000015,LOGISTYKA,true  
Stefan,Witkowski,KS/265044/2016,2016-08-06,7067.9400000000005,KSI GOWOå∆,
Marek,stÍpieÒ,MA/820954/2013,2013-06-13,5619.68,MARKETING,1
Miros≥awa,Witkowska,KS/245973/2012,2012-08-17,"4 269,4",KSI GOWOå∆,False 
Eugenia,Piotrowska,MA/402803/2017,2017-12-19,3919.5200000000004,MARKETING,MA
,LIS,CZ/224739/2009,2009-11-21,3145.5,CZYSTOå∆,nie ma
Edward,JasiÒski,LO/154099/2009,2009-11-21,"4 783,185",LOGISTYKA,PRAWDA
LECH,Nowak,OC/932575/2011,2011-04-05,"2 856,7000000000003",OCHRONA,NIE MA
W£ADYS£AW,G≥owacki,LO/152839/2012,2012-03-20,3233.7900000000004,LOGISTYKA,NIE MA
Zdzis≥awa,Paw≥owska,CZ/237457/2009,2009-08-13T00:00:00,2806.1000000000004,CZYSTOå∆,tak
Krzysztof    ,Soko≥owski,MA/930471/2013,2013-03-05,4136.0,MARKETING,PRAWDA
Bernard,Ko≥odziej,KS/157539/2010,2010-04-20,"6 030,4",KSI GOWOå∆ ,NIE MA
Boles≥aw,Zakrzewski,CZ/361654/2013,2013-09-21,"3 442,0",CZYSTOå∆,FA£SZ
Leokadia,KamiÒska,SP/899473/2012,2012-11-25,3973.5,SPRZEDAØ,False
bogdan,DUDA,SP/784392/2010,2010-06-09T00:00:00,4344.0,SPRZEDAØ,NIE MA
Arkadiusz,Mazur,LO/682084/2010,2010-01-10T00:00:00,"3 140,775",LOGISTYKA,tak
Eugeniusz,Duda,LO/919645/2017,2017-12-19T00:00:00 ,4170.150000000001,LOGISTYKA,NIE
zdzis≥awa,,LO/968592/2015,2015/05/14,3735.4500000000003,LOGISTYKA,0
Eløbieta,wojciechowska,LO/618308/2010,2010-06-09 ,3335.8500000000004,,Fa≥sz
Arkadiusz,JasiÒski,OC/979433/2010,,3657.8300000000004,OCHRONA ,True  
Jolanta,Krawczyk,LO/871126/2010,2010-06-09T00:00:00,3437.1000000000004,LOGISTYKA ,0
  ,Nowak,KS/186112/2013,2013-04-24,5228.0,KSI GOWOå∆,nie ma  
,Paw≥owska,MA/906087/2018,2018-03-29,5349.280000000001,MARKETING ,False
Wies≥aw,Zalewski,MA/416660/2015,2015/02/03,5131.200000000001,MARKETING,Nie
Franciszek,Pawlak,OC/108216/2015,2015-02-03,2550.9 ,OCHRONA,False
Bogdan,KamiÒski,SP/235642/2011 ,2011-04-05T00:00:00,4572.150000000001,SPRZEDAØ,tak
WAC£AW,,OC/270236/2009,2009-10-02,3811.5000000000005,OCHRONA,NIE MA
Waldemar,Witkowski ,KA/287064/2011,,3373.42   ,KADRY,False
Lucjan,JASI—SKI,ZA/497702/2012,2012-03-20,"83 160,0",ZARZ•D,1
Lech,Jab≥oÒski,LO/255768/2010,2010-11-06T00:00:00,4239.54,LOGISTYKA,false
Stanis≥awa,nowicka,MA/746215/2017,2017-09-10T00:00:00,"3 722,752",MARKETING,TAK
Adam,WR”BEL,MA/117566/2011,2011-02-14,"4 141,280000000001",MARKETING,1  
Bernadeta,Malinowska,KS/231072/2018,2018-05-18 ,4384.0 ,KSI GOWOå∆,FA£SZ
AGNIESZKA,Tomaszewska,MA/729786/2010,,3688.0,MARKETING  ,NIE 
Witold,Wilk,LO/165368/2011,2011-10-22T00:00:00,"4 918,914000000002",LOGISTYKA,True
Natalia,Mazur,LO/395326/2010,2010-03-01T00:00:00,4153.950000000001,LOGISTYKA,FA£SZ
Zbigniew,Ko≥odziej,KA/433077/2016,2016/04/28,4502.75,KADRY,nie ma
Krzysztof,ZieliÒski,KA/438371/2012,2012/06/28,4678.83,KADRY ,false  
,MICHALAK   ,IT/784326/2010,2010-06-09,7982.5,IT,FA£SZ
Stefan,Sobczak,KA/543020/2015 ,2015-07-03 ,"3 869,8385000000003",KADRY,MA
Honorata,Grabowska  ,OC/841000/2012,2012-10-06,2635.259000000001,OCHRONA,true
,Grabowska,IT/470170/2013 ,2013-11-10  ,6452.5,IT,false  
Barbara,Rutkowska,SP/857383/2015,2015-02-03,4178.549999999999 ,SPRZEDAØ ,0
Ludwik,KAèMIERCZAK,MA/763265/2009,2009-11-21,4686.880000000001,MARKETING,TAK
Olga,Dudek ,MA/680092/2010,2010/01/10,4209.6,MARKETING,0
Jacek,StÍpieÒ,KS/496139/2013  ,2013-04-24  ,"7 273,200000000001",KSI GOWOå∆,Tak
Beata,Jab≥oÒska ,SP/771174/2014 ,2014-12-15,4400.1,SPRZEDAØ,False
edward ,Soko≥owski,MA/580530/2012,2012-11-25 ,4524.8,MARKETING,NIE MA
Natalia,,CZ/739673/2018 ,2018/03/29,2976.0,CZYSTOå∆,nie ma
Stanis≥aw,Zajπc,SP/231621/2016,2016-03-09,4359.0,SPRZEDAØ ,
Aldona,Michalska,SP/157697/2011,2011-02-14T00:00:00,5380.650000000001,SPRZEDAØ,PRAWDA
Bernard,MAKOWSKI,OC/536054/2013,2013-06-13T00:00:00,3840.1000000000004,OCHRONA,0
Artur,Szulc,MA/141714/2018,2018-10-15  ,5417.280000000001,MARKETING,ma
sabina   ,GÛrska,KA/625631/2015,2015/02/03,5411.05,KADRY,NIE MA 
Robert,krajewski,MA/552170/2016,2016-01-19,"4 949,12",MARKETING,
Urszula,KrÛl,CZ/576678/2013, ,2805.0,CZYSTOå∆,FA£SZ
ALINA,Adamczyk  ,LO/903615/2016,2016-01-19,"3 710,1240000000003 ",LOGISTYKA,TAK
Antoni,Zajπc,MA/246837/2018,2018-08-26,4755.2,MARKETING,Nie
Marcin,Sadowski,MA/201654/2017,2017-07-22,4334.88,MARKETING,PRAWDA
Zygmunt ,,CZ/532611/2017,2017-12-19,3487.3,CZYSTOå∆   ,False  
Karolina,SZYMA—SKA,LO/358887/2011,2011-09-02T00:00:00,2853.2250000000004,LOGISTYKA,NIE MA
Jan,Dudek,OC/345756/2012,2012/10/06 ,2326.5,OCHRONA,0
mariola,Dπbrowska,SP/616331/2017,2017-09-10T00:00:00,5221.425,SPRZEDAØ ,PRAWDA
Mariusz,ZieliÒski,SP/632619/2010,2010/07/29,3341.25,SPRZEDAØ,NIE MA
Joanna,Kowalska,LO/166779/2015,2015-02-03T00:00:00,4619.700000000001,LOGISTYKA,
W≥odzimierz,KamiÒski,KS/186527/2012,2012-03-20,6692.0,KSI GOWOå∆,NIE
Zbigniew,Lewandowski,MA/658506/2016,2016/08/06,4892.0960000000005,MARKETING,Tak
Olga,StÍpieÒ,IT/864050/2014,2014-09-06  ,8115.0,IT,
